DATE,SP500
2013-11-04,
2013-11-05,-0.00281
2013-11-06,0.00426
2013-11-07,-0.01327
2013-11-08,0.01334
2013-11-11,0.00072
2013-11-12,-0.00237
2013-11-13,0.00806
2013-11-14,0.00483
2013-11-15,0.00421
2013-11-18,-0.00371
2013-11-19,-0.00205
2013-11-20,-0.00364
2013-11-21,0.0081
2013-11-22,0.00495
2013-11-25,-0.00126
2013-11-26,0.00015
2013-11-27,0.00248
2013-11-29,-0.00079
2013-12-02,-0.00272
2013-12-03,-0.0032
2013-12-04,-0.0013
2013-12-05,-0.00435
2013-12-06,0.01118
2013-12-09,0.00182
2013-12-10,-0.00318
2013-12-11,-0.01138
2013-12-12,-0.00378
2013-12-13,-0.0001
2013-12-16,0.0063
2013-12-17,-0.00311
2013-12-18,0.01651
2013-12-19,-0.00058
2013-12-20,0.00481
2013-12-23,0.0053
2013-12-24,0.00291
2013-12-26,0.00473
2013-12-27,-0.00034
2013-12-30,-0.00018
2013-12-31,0.00395
2014-01-02,-0.0089
2014-01-03,-0.00033
2014-01-06,-0.00251
2014-01-07,0.00606
2014-01-08,-0.00021
2014-01-09,0.00035
2014-01-10,0.0023
2014-01-13,-0.01266
2014-01-14,0.01076
2014-01-15,0.00515
2014-01-16,-0.00135
2014-01-17,-0.0039
2014-01-21,0.00277
2014-01-22,0.00057
2014-01-23,-0.00893
2014-01-24,-0.0211
2014-01-27,-0.00489
2014-01-28,0.00612
2014-01-29,-0.01026
2014-01-30,0.0112
2014-01-31,-0.00649
2014-02-03,-0.0231
2014-02-04,0.00761
2014-02-05,-0.00203
2014-02-06,0.01236
2014-02-07,0.01321
2014-02-10,0.00157
2014-02-11,0.011
2014-02-12,-0.00027
2014-02-13,0.00579
2014-02-14,0.0048
2014-02-18,0.00116
2014-02-19,-0.00655
2014-02-20,0.00601
2014-02-21,-0.00192
2014-02-24,0.00617
2014-02-25,-0.00135
2014-02-26,2e-05
2014-02-27,0.00494
2014-02-28,0.00278
2014-03-03,-0.00741
2014-03-04,0.01515
2014-03-05,-5e-05
2014-03-06,0.00172
2014-03-07,0.00054
2014-03-10,-0.00046
2014-03-11,-0.0051
2014-03-12,0.00031
2014-03-13,-0.01177
2014-03-14,-0.00283
2014-03-17,0.00957
2014-03-18,0.00719
2014-03-19,-0.00615
2014-03-20,0.00602
2014-03-21,-0.00294
2014-03-24,-0.00488
2014-03-25,0.00439
2014-03-26,-0.00702
2014-03-27,-0.0019
2014-03-28,0.00463
2014-03-31,0.00789
2014-04-01,0.00701
2014-04-02,0.00285
2014-04-03,-0.00113
2014-04-04,-0.01262
2014-04-07,-0.01081
2014-04-08,0.00374
2014-04-09,0.01086
2014-04-10,-0.02111
2014-04-11,-0.00953
2014-04-14,0.00818
2014-04-15,0.00673
2014-04-16,0.01043
2014-04-17,0.00136
2014-04-21,0.00377
2014-04-22,0.00408
2014-04-23,-0.00222
2014-04-24,0.00172
2014-04-25,-0.00813
2014-04-28,0.00323
2014-04-29,0.00475
2014-04-30,0.00299
2014-05-01,-0.00014
2014-05-02,-0.00135
2014-05-05,0.00187
2014-05-06,-0.00903
2014-05-07,0.0056
2014-05-08,-0.00137
2014-05-09,0.00152
2014-05-12,0.00963
2014-05-13,0.00042
2014-05-14,-0.00471
2014-05-15,-0.00941
2014-05-16,0.00374
2014-05-19,0.00384
2014-05-20,-0.00652
2014-05-21,0.00808
2014-05-22,0.00236
2014-05-23,0.00424
2014-05-27,0.00597
2014-05-28,-0.00111
2014-05-29,0.00535
2014-05-30,0.00184
2014-06-02,0.00073
2014-06-03,-0.00038
2014-06-04,0.00189
2014-06-05,0.0065
2014-06-06,0.00462
2014-06-09,0.00094
2014-06-10,-0.00025
2014-06-11,-0.00354
2014-06-12,-0.00711
2014-06-13,0.00313
2014-06-16,0.00084
2014-06-17,0.00217
2014-06-18,0.00769
2014-06-19,0.00128
2014-06-20,0.00173
2014-06-23,-0.00013
2014-06-24,-0.00646
2014-06-25,0.00489
2014-06-26,-0.00118
2014-06-27,0.00191
2014-06-30,-0.00037
2014-07-01,0.00666
2014-07-02,0.00066
2014-07-03,0.00546
2014-07-07,-0.00393
2014-07-08,-0.00707
2014-07-09,0.00463
2014-07-10,-0.00414
2014-07-11,0.00147
2014-07-14,0.00483
2014-07-15,-0.00193
2014-07-16,0.00419
2014-07-17,-0.0119
2014-07-18,0.01021
2014-07-21,-0.00232
2014-07-22,0.005
2014-07-23,0.00175
2014-07-24,0.00049
2014-07-25,-0.00486
2014-07-28,0.00029
2014-07-29,-0.00454
2014-07-30,6e-05
2014-07-31,-0.0202
2014-08-01,-0.00286
2014-08-04,0.00716
2014-08-05,-0.00973
2014-08-06,2e-05
2014-08-07,-0.00557
2014-08-08,0.01147
2014-08-11,0.00276
2014-08-12,-0.00164
2014-08-13,0.00668
2014-08-14,0.00434
2014-08-15,-6e-05
2014-08-18,0.0085
2014-08-19,0.00499
2014-08-20,0.00247
2014-08-21,0.00295
2014-08-22,-0.00199
2014-08-25,0.00478
2014-08-26,0.00105
2014-08-27,5e-05
2014-08-28,-0.00169
2014-08-29,0.00331
2014-09-02,-0.00054
2014-09-03,-0.00078
2014-09-04,-0.00154
2014-09-05,0.00502
2014-09-08,-0.00308
2014-09-09,-0.00657
2014-09-10,0.00364
2014-09-11,0.00088
2014-09-12,-0.00598
2014-09-15,-0.00071
2014-09-16,0.00746
2014-09-17,0.00129
2014-09-18,0.00488
2014-09-19,-0.00048
2014-09-22,-0.00805
2014-09-23,-0.00579
2014-09-24,0.0078
2014-09-25,-0.0163
2014-09-26,0.00854
2014-09-29,-0.00255
2014-09-30,-0.00279
2014-10-01,-0.01334
2014-10-02,1e-05
2014-10-03,0.0111
2014-10-06,-0.00157
2014-10-07,-0.01524
2014-10-08,0.01731
2014-10-09,-0.02088
2014-10-10,-0.01152
2014-10-13,-0.01661
2014-10-14,0.00158
2014-10-15,-0.00813
2014-10-16,0.00014
2014-10-17,0.0128
2014-10-20,0.0091
2014-10-21,0.01939
2014-10-22,-0.00733
2014-10-23,0.01223
2014-10-24,0.00703
2014-10-27,-0.0015
2014-10-28,0.01187
2014-10-29,-0.00139
2014-10-30,0.00621
2014-10-31,0.01166
2014-11-03,-0.00012
2014-11-04,-0.00283
2014-11-05,0.00568
2014-11-06,0.00377
2014-11-07,0.00035
2014-11-10,0.00312
2014-11-11,0.0007
2014-11-12,-0.0007
2014-11-13,0.00053
2014-11-14,0.00024
2014-11-17,0.00074
2014-11-18,0.00512
2014-11-19,-0.0015
2014-11-20,0.00197
2014-11-21,0.00522
2014-11-24,0.00286
2014-11-25,-0.00115
2014-11-26,0.0028
2014-11-28,-0.00255
2014-12-01,-0.00685
2014-12-02,0.00636
2014-12-03,0.00376
2014-12-04,-0.00116
2014-12-05,0.00166
2014-12-08,-0.00728
2014-12-09,-0.00024
2014-12-10,-0.01649
2014-12-11,0.00453
2014-12-12,-0.01635
2014-12-15,-0.00636
2014-12-16,-0.00853
2014-12-17,0.02015
2014-12-18,0.02373
2014-12-19,0.00456
2014-12-22,0.0038
2014-12-23,0.00174
2014-12-24,-0.00014
2014-12-26,0.0033
2014-12-29,0.00086
2014-12-30,-0.0049
2014-12-31,-0.01036
2015-01-02,-0.00034
2015-01-05,-0.01845
2015-01-06,-0.00893
2015-01-07,0.01156
2015-01-08,0.01773
2015-01-09,-0.00844
2015-01-12,-0.00813
2015-01-13,-0.00258
2015-01-14,-0.00583
2015-01-15,-0.00929
2015-01-16,0.01333
2015-01-20,0.00155
2015-01-21,0.00472
2015-01-22,0.01515
2015-01-23,-0.00551
2015-01-26,0.00257
2015-01-27,-0.01348
2015-01-28,-0.01359
2015-01-29,0.00949
2015-01-30,-0.01308
2015-02-02,0.01288
2015-02-03,0.01434
2015-02-04,-0.00416
2015-02-05,0.01024
2015-02-06,-0.00342
2015-02-09,-0.00426
2015-02-10,0.01062
2015-02-11,-3e-05
2015-02-12,0.0096
2015-02-13,0.00407
2015-02-17,0.0016
2015-02-18,-0.00031
2015-02-19,-0.00106
2015-02-20,0.00611
2015-02-23,-0.0003
2015-02-24,0.00275
2015-02-25,-0.00077
2015-02-26,-0.00148
2015-02-27,-0.00296
2015-03-02,0.00611
2015-03-03,-0.00455
2015-03-04,-0.0044
2015-03-05,0.0012
2015-03-06,-0.01428
2015-03-09,0.00394
2015-03-10,-0.01711
2015-03-11,-0.00192
2015-03-12,0.01252
2015-03-13,-0.00609
2015-03-16,0.01344
2015-03-17,-0.00333
2015-03-18,0.01209
2015-03-19,-0.00488
2015-03-20,0.00897
2015-03-23,-0.00175
2015-03-24,-0.00616
2015-03-25,-0.01467
2015-03-26,-0.00238
2015-03-27,0.00237
2015-03-30,0.01216
2015-03-31,-0.00883
2015-04-01,-0.00397
2015-04-02,0.00352
2015-04-06,0.00659
2015-04-07,-0.00206
2015-04-08,0.00268
2015-04-09,0.00445
2015-04-10,0.00519
2015-04-13,-0.00459
2015-04-14,0.00163
2015-04-15,0.00514
2015-04-16,-0.00078
2015-04-17,-0.01138
2015-04-20,0.00919
2015-04-21,-0.00148
2015-04-22,0.00507
2015-04-23,0.00235
2015-04-24,0.00225
2015-04-27,-0.00415
2015-04-28,0.00277
2015-04-29,-0.00375
2015-04-30,-0.01018
2015-05-01,0.01086
2015-05-04,0.00294
2015-05-05,-0.01191
2015-05-06,-0.00447
2015-05-07,0.00377
2015-05-08,0.01337
2015-05-11,-0.0051
2015-05-12,-0.00295
2015-05-13,-0.0003
2015-05-14,0.01072
2015-05-15,0.00077
2015-05-18,0.00304
2015-05-19,-0.00064
2015-05-20,-0.00093
2015-05-21,0.00234
2015-05-22,-0.00224
2015-05-26,-0.01034
2015-05-27,0.00912
2015-05-28,-0.00127
2015-05-29,-0.00634
2015-06-01,0.00206
2015-06-02,-0.00101
2015-06-03,0.00212
2015-06-04,-0.00866
2015-06-05,-0.00144
2015-06-08,-0.0065
2015-06-09,0.00042
2015-06-10,0.01197
2015-06-11,0.00174
2015-06-12,-0.00702
2015-06-15,-0.00463
2015-06-16,0.00567
2015-06-17,0.00198
2015-06-18,0.00985
2015-06-19,-0.00532
2015-06-22,0.00608
2015-06-23,0.00064
2015-06-24,-0.00738
2015-06-25,-0.00298
2015-06-26,-0.00039
2015-06-29,-0.02109
2015-06-30,0.00265
2015-07-01,0.00691
2015-07-02,-0.00031
2015-07-06,-0.00387
2015-07-07,0.00606
2015-07-08,-0.01679
2015-07-09,0.00226
2015-07-10,0.01226
2015-07-13,0.01101
2015-07-14,0.00444
2015-07-15,-0.00074
2015-07-16,0.00798
2015-07-17,0.00111
2015-07-20,0.00077
2015-07-21,-0.00427
2015-07-22,-0.00239
2015-07-23,-0.00569
2015-07-24,-0.01076
2015-07-27,-0.00579
2015-07-28,0.01231
2015-07-29,0.00729
2015-07-30,3e-05
2015-07-31,-0.00227
2015-08-03,-0.00276
2015-08-04,-0.00225
2015-08-05,0.00311
2015-08-06,-0.00778
2015-08-07,-0.00288
2015-08-10,0.01273
2015-08-11,-0.0096
2015-08-12,0.00095
2015-08-13,-0.00128
2015-08-14,0.0039
2015-08-17,0.0052
2015-08-18,-0.00263
2015-08-19,-0.00829
2015-08-20,-0.02133
2015-08-21,-0.03237
2015-08-24,-0.04021
2015-08-25,-0.01361
2015-08-26,0.03829
2015-08-27,0.02401
2015-08-28,0.00061
2015-08-31,-0.00843
2015-09-01,-0.03002
2015-09-02,0.01813
2015-09-03,0.00116
2015-09-04,-0.01545
2015-09-08,0.02477
2015-09-09,-0.014
2015-09-10,0.00526
2015-09-11,0.00448
2015-09-14,-0.0041
2015-09-15,0.01275
2015-09-16,0.00867
2015-09-17,-0.00256
2015-09-18,-0.0163
2015-09-21,0.00456
2015-09-22,-0.01239
2015-09-23,-0.00205
2015-09-24,-0.00337
2015-09-25,-0.00047
2015-09-28,-0.026
2015-09-29,0.00123
2015-09-30,0.0189
2015-10-01,0.00197
2015-10-02,0.01421
2015-10-05,0.01812
2015-10-06,-0.00359
2015-10-07,0.008
2015-10-08,0.00878
2015-10-09,0.00072
2015-10-12,0.00127
2015-10-13,-0.00685
2015-10-14,-0.00473
2015-10-15,0.01474
2015-10-16,0.00456
2015-10-19,0.00027
2015-10-20,-0.00142
2015-10-21,-0.00584
2015-10-22,0.01649
2015-10-23,0.01097
2015-10-26,-0.00191
2015-10-27,-0.00256
2015-10-28,0.01177
2015-10-29,-0.00045
2015-10-30,-0.00482
2015-11-02,0.0118
2015-11-03,0.00272
2015-11-04,-0.00355
2015-11-05,-0.00113
2015-11-06,-0.00035
2015-11-09,-0.00987
2015-11-10,0.00151
2015-11-11,-0.00323
2015-11-12,-0.01409
2015-11-13,-0.01127
2015-11-16,0.01479
2015-11-17,-0.00134
2015-11-18,0.01603
2015-11-19,-0.00112
2015-11-20,0.0038
2015-11-23,-0.00124
2015-11-24,0.00122
2015-11-25,-0.00013
2015-11-27,0.00059
2015-11-30,-0.00465
2015-12-01,0.01062
2015-12-02,-0.01106
2015-12-03,-0.01448
2015-12-04,0.02032
2015-12-07,-0.00701
2015-12-08,-0.00651
2015-12-09,-0.00777
2015-12-10,0.00225
2015-12-11,-0.01961
2015-12-14,0.00474
2015-12-15,0.01056
2015-12-16,0.01441
2015-12-17,-0.01515
2015-12-18,-0.01796
2015-12-21,0.00775
2015-12-22,0.00878
2015-12-23,0.01234
2015-12-24,-0.0016
2015-12-28,-0.00218
2015-12-29,0.01057
2015-12-30,-0.00724
2015-12-31,-0.00946
2016-01-04,-0.01542
2016-01-05,0.00201
2016-01-06,-0.0132
2016-01-07,-0.02399
2016-01-08,-0.0109
2016-01-11,0.00085
2016-01-12,0.00777
2016-01-13,-0.02528
2016-01-14,0.01656
2016-01-15,-0.02184
2016-01-19,0.00053
2016-01-20,-0.01176
2016-01-21,0.00518
2016-01-22,0.02008
2016-01-25,-0.01576
2016-01-26,0.01405
2016-01-27,-0.01092
2016-01-28,0.00551
2016-01-29,0.02446
2016-02-01,-0.00044
2016-02-02,-0.01892
2016-02-03,0.00498
2016-02-04,0.00153
2016-02-05,-0.01865
2016-02-08,-0.01426
2016-02-09,-0.00066
2016-02-10,-0.00019
2016-02-11,-0.01238
2016-02-12,0.01933
2016-02-16,0.01638
2016-02-17,0.01635
2016-02-18,-0.00468
2016-02-19,-3e-05
2016-02-22,0.01435
2016-02-23,-0.01253
2016-02-24,0.00443
2016-02-25,0.01128
2016-02-26,-0.00187
2016-02-29,-0.00815
2016-03-01,0.02359
2016-03-02,0.00409
2016-03-03,0.00349
2016-03-04,0.0033
2016-03-07,0.00088
2016-03-08,-0.0113
2016-03-09,0.00504
2016-03-10,0.00016
2016-03-11,0.01626
2016-03-14,-0.00126
2016-03-15,-0.00184
2016-03-16,0.00558
2016-03-17,0.00657
2016-03-18,0.0044
2016-03-21,0.00099
2016-03-22,-0.00088
2016-03-23,-0.00641
2016-03-24,-0.00038
2016-03-28,0.00055
2016-03-29,0.00878
2016-03-30,0.00434
2016-03-31,-0.00204
2016-04-01,0.00631
2016-04-04,-0.00321
2016-04-05,-0.0102
2016-04-06,0.01045
2016-04-07,-0.01205
2016-04-08,0.00278
2016-04-11,-0.00274
2016-04-12,0.00962
2016-04-13,0.00999
2016-04-14,0.00017
2016-04-15,-0.00098
2016-04-18,0.00652
2016-04-19,0.00308
2016-04-20,0.00076
2016-04-21,-0.00521
2016-04-22,5e-05
2016-04-25,-0.00181
2016-04-26,0.00187
2016-04-27,0.00165
2016-04-28,-0.00927
2016-04-29,-0.00508
2016-05-02,0.00778
2016-05-03,-0.00871
2016-05-04,-0.00595
2016-05-05,-0.00024
2016-05-06,0.00317
2016-05-09,0.00075
2016-05-10,0.01241
2016-05-11,-0.00961
2016-05-12,-0.00017
2016-05-13,-0.00851
2016-05-16,0.00975
2016-05-17,-0.00946
2016-05-18,0.00021
2016-05-19,-0.00371
2016-05-20,0.006
2016-05-23,-0.00209
2016-05-24,0.01359
2016-05-25,0.00695
2016-05-26,-0.00021
2016-05-27,0.00428
2016-05-31,-0.001
2016-06-01,0.00113
2016-06-02,0.00282
2016-06-03,-0.00292
2016-06-06,0.00489
2016-06-07,0.00129
2016-06-08,0.0033
2016-06-09,-0.00172
2016-06-10,-0.00922
2016-06-13,-0.00815
2016-06-14,-0.0018
2016-06-15,-0.00184
2016-06-16,0.00313
2016-06-17,-0.00326
2016-06-20,0.00579
2016-06-21,0.00271
2016-06-22,-0.00165
2016-06-23,0.01328
2016-06-24,-0.03658
2016-06-27,-0.01826
2016-06-28,0.01761
2016-06-29,0.01689
2016-06-30,0.01347
2016-07-01,0.00195
2016-07-05,-0.00687
2016-07-06,0.00534
2016-07-07,-0.00087
2016-07-08,0.01514
2016-07-11,0.0034
2016-07-12,0.00698
2016-07-13,0.00013
2016-07-14,0.00525
2016-07-15,-0.00093
2016-07-18,0.00238
2016-07-19,-0.00144
2016-07-20,0.00426
2016-07-21,-0.00362
2016-07-22,0.00454
2016-07-25,-0.00302
2016-07-26,0.00032
2016-07-27,-0.0012
2016-07-28,0.0016
2016-07-29,0.00163
2016-08-01,-0.00127
2016-08-02,-0.00638
2016-08-03,0.00313
2016-08-04,0.00021
2016-08-05,0.00857
2016-08-08,-0.00091
2016-08-09,0.00039
2016-08-10,-0.00287
2016-08-11,0.00472
2016-08-12,-0.0008
2016-08-15,0.00279
2016-08-16,-0.00549
2016-08-17,0.00187
2016-08-18,0.0022
2016-08-19,-0.00144
2016-08-22,-0.00056
2016-08-23,0.00195
2016-08-24,-0.00525
2016-08-25,-0.00137
2016-08-26,-0.00158
2016-08-29,0.00521
2016-08-30,-0.00196
2016-08-31,-0.00238
2016-09-01,-4e-05
2016-09-02,0.00419
2016-09-06,0.00298
2016-09-07,-0.00015
2016-09-08,-0.00223
2016-09-09,-0.02483
2016-09-12,0.01457
2016-09-13,-0.01494
2016-09-14,-0.00059
2016-09-15,0.01006
2016-09-16,-0.00378
2016-09-19,-2e-05
2016-09-20,0.0003
2016-09-21,0.01086
2016-09-22,0.00648
2016-09-23,-0.00575
2016-09-26,-0.00862
2016-09-27,0.00642
2016-09-28,0.00528
2016-09-29,-0.00937
2016-09-30,0.00794
2016-10-03,-0.00327
2016-10-04,-0.00497
2016-10-05,0.00429
2016-10-06,0.00048
2016-10-07,-0.00326
2016-10-10,0.0046
2016-10-11,-0.01252
2016-10-12,0.00115
2016-10-13,-0.0031
2016-10-14,0.0002
2016-10-17,-0.00304
2016-10-18,0.00614
2016-10-19,0.00219
2016-10-20,-0.00138
2016-10-21,-8e-05
2016-10-24,0.00474
2016-10-25,-0.0038
2016-10-26,-0.00174
2016-10-27,-0.00299
2016-10-28,-0.00311
2016-10-31,-0.00012
2016-11-01,-0.00681
2016-11-02,-0.00655
2016-11-03,-0.00443
2016-11-04,-0.00167
2016-11-07,0.02198
2016-11-08,0.00376
2016-11-09,0.01102
2016-11-10,0.00195
2016-11-11,-0.0014
2016-11-14,-0.00012
2016-11-15,0.00745
2016-11-16,-0.00158
2016-11-17,0.00467
2016-11-18,-0.00239
2016-11-21,0.00743
2016-11-22,0.00216
2016-11-23,0.00081
2016-11-25,0.00391
2016-11-28,-0.00527
2016-11-29,0.00133
2016-11-30,-0.00266
2016-12-01,-0.00352
2016-12-02,0.0004
2016-12-05,0.0058
2016-12-06,0.00341
2016-12-07,0.01308
2016-12-08,0.00216
2016-12-09,0.00592
2016-12-12,-0.00114
2016-12-13,0.00652
2016-12-14,-0.00815
2016-12-15,0.00388
2016-12-16,-0.00175
2016-12-19,0.00197
2016-12-20,0.00363
2016-12-21,-0.00246
2016-12-22,-0.00186
2016-12-23,0.00125
2016-12-27,0.00225
2016-12-28,-0.00839
2016-12-29,-0.00029
2016-12-30,-0.00465
2017-01-03,0.00845
2017-01-04,0.00571
2017-01-05,-0.00077
2017-01-06,0.00351
2017-01-09,-0.00355
2017-01-10,0.0
2017-01-11,0.00283
2017-01-12,-0.00215
2017-01-13,0.00185
2017-01-17,-0.00297
2017-01-18,0.00176
2017-01-19,-0.00362
2017-01-20,0.00336
2017-01-23,-0.00269
2017-01-24,0.00654
2017-01-25,0.00799
2017-01-26,-0.00074
2017-01-27,-0.00087
2017-01-30,-0.00603
2017-01-31,-0.00089
2017-02-01,0.0003
2017-02-02,0.00057
2017-02-03,0.00724
2017-02-06,-0.00212
2017-02-07,0.00023
2017-02-08,0.00069
2017-02-09,0.00574
2017-02-10,0.00356
2017-02-13,0.00523
2017-02-14,0.004
2017-02-15,0.00498
2017-02-16,-0.00086
2017-02-17,0.00168
2017-02-21,0.00603
2017-02-22,-0.00108
2017-02-23,0.00042
2017-02-24,0.00149
2017-02-27,0.00102
2017-02-28,-0.00258
2017-03-01,0.01358
2017-03-02,-0.00588
2017-03-03,0.0005
2017-03-06,-0.00328
